,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
237,PTT,2017-04-10 00:00:00+00:00,42.4,42.8,42,42.2,"77,317,000",42.4,42.8,42,42.2,"77,317,000",0,1
238,PTT,2017-05-10 00:00:00+00:00,41.8,42.4,41.8,42.2,"36,932,000",41.8,42.4,41.8,42.2,"36,932,000",0,1
239,PTT,2017-06-10 00:00:00+00:00,42,42.2,41.8,42,"37,248,000",42,42.2,41.8,42,"37,248,000",0,1
240,PTT,2017-09-10 00:00:00+00:00,41.8,42.4,41.8,42,"25,586,000",41.8,42.4,41.8,42,"25,586,000",0,1
241,PTT,2017-10-10 00:00:00+00:00,42.8,43,41.8,42,"77,577,000",42.8,43,41.8,42,"77,577,000",0,1
242,PTT,2017-11-10 00:00:00+00:00,43,43.6,42.6,43.4,"70,610,000",43,43.6,42.6,43.4,"70,610,000",0,1
243,PTT,2017-12-10 00:00:00+00:00,42.4,43.4,42.2,43.2,"81,823,000",42.4,43.4,42.2,43.2,"81,823,000",0,1
244,PTT,2017-10-16 00:00:00+00:00,42.8,43,42.6,43,"47,780,000",42.8,43,42.6,43,"47,780,000",0,1
245,PTT,2017-10-17 00:00:00+00:00,43,43,42.4,42.6,"44,418,000",43,43,42.4,42.6,"44,418,000",0,1
246,PTT,2017-10-18 00:00:00+00:00,42.2,42.8,42,42.8,"66,002,000",42.2,42.8,42,42.8,"66,002,000",0,1
247,PTT,2017-10-19 00:00:00+00:00,41.6,42.4,41.4,42.2,"81,675,000",41.6,42.4,41.4,42.2,"81,675,000",0,1
248,PTT,2017-10-20 00:00:00+00:00,41,41.6,40.6,41.6,"113,327,000",41,41.6,40.6,41.6,"113,327,000",0,1
249,PTT,2017-10-24 00:00:00+00:00,41,41.4,41,41,"34,294,000",41,41.4,41,41,"34,294,000",0,1
250,PTT,2017-10-25 00:00:00+00:00,41,41.6,41,41.2,"51,057,000",41,41.6,41,41.2,"51,057,000",0,1
251,PTT,2017-10-27 00:00:00+00:00,41.6,42,41.2,41.2,"47,465,000",41.6,42,41.2,41.2,"47,465,000",0,1
252,PTT,2017-10-30 00:00:00+00:00,42,42.4,41.6,42,"86,355,000",42,42.4,41.6,42,"86,355,000",0,1
253,PTT,2017-10-31 00:00:00+00:00,42,42.4,42,42,"28,636,000",42,42.4,42,42,"28,636,000",0,1
254,PTT,2017-01-11 00:00:00+00:00,42,42.4,41.8,42.4,"45,474,000",42,42.4,41.8,42.4,"45,474,000",0,1
255,PTT,2017-02-11 00:00:00+00:00,41.6,42.2,41.2,41.8,"51,148,000",41.6,42.2,41.2,41.8,"51,148,000",0,1
256,PTT,2017-03-11 00:00:00+00:00,41.6,41.8,41.2,41.8,"36,638,000",41.6,41.8,41.2,41.8,"36,638,000",0,1
257,PTT,2017-06-11 00:00:00+00:00,42.2,42.2,41.4,41.8,"42,919,000",42.2,42.2,41.4,41.8,"42,919,000",0,1
258,PTT,2017-07-11 00:00:00+00:00,42.4,42.8,42.4,42.4,"66,284,000",42.4,42.8,42.4,42.4,"66,284,000",0,1
259,PTT,2017-08-11 00:00:00+00:00,42,42.6,42,42.4,"37,231,000",42,42.6,42,42.4,"37,231,000",0,1
260,PTT,2017-09-11 00:00:00+00:00,41.6,42.2,41.6,41.8,"47,493,000",41.6,42.2,41.6,41.8,"47,493,000",0,1
261,PTT,2017-10-11 00:00:00+00:00,41.4,41.8,41.4,41.6,"39,600,000",41.4,41.8,41.4,41.6,"39,600,000",0,1
262,PTT,2017-11-13 00:00:00+00:00,41.4,41.6,41.2,41.4,"33,346,000",41.4,41.6,41.2,41.4,"33,346,000",0,1
263,PTT,2017-11-14 00:00:00+00:00,41.8,42,41.2,41.2,"59,775,000",41.8,42,41.2,41.2,"59,775,000",0,1
264,PTT,2017-11-15 00:00:00+00:00,41.2,41.6,40.8,41.6,"73,862,000",41.2,41.6,40.8,41.6,"73,862,000",0,1
265,PTT,2017-11-16 00:00:00+00:00,41,41.4,41,41.2,"38,859,000",41,41.4,41,41.2,"38,859,000",0,1
266,PTT,2017-11-17 00:00:00+00:00,41.8,41.8,41,41.2,"55,735,000",41.8,41.8,41,41.2,"55,735,000",0,1
267,PTT,2017-11-20 00:00:00+00:00,41.6,42,41.2,42,"30,240,000",41.6,42,41.2,42,"30,240,000",0,1
268,PTT,2017-11-21 00:00:00+00:00,41.4,41.4,41.4,41.4,"39,749,000",41.4,41.4,41.4,41.4,"39,749,000",0,1
269,PTT,2017-11-22 00:00:00+00:00,41.4,41.8,41.4,41.4,"30,347,000",41.4,41.8,41.4,41.4,"30,347,000",0,1
270,PTT,2017-11-23 00:00:00+00:00,41.2,41.8,41.2,41.6,"44,993,000",41.2,41.8,41.2,41.6,"44,993,000",0,1
271,PTT,2017-11-24 00:00:00+00:00,41.4,41.4,41,41.2,"43,300,000",41.4,41.4,41,41.2,"43,300,000",0.77,1
272,PTT,2017-11-27 00:00:00+00:00,41.6,41.6,41.2,41.2,"23,443,000",41.6,41.6,41.2,41.2,"23,443,000",0,1
273,PTT,2017-11-28 00:00:00+00:00,41.4,41.4,41.2,41.4,"30,440,000",41.4,41.4,41.2,41.4,"30,440,000",0,1
274,PTT,2017-11-29 00:00:00+00:00,41.2,41.6,41,41.2,"32,796,000",41.2,41.6,41,41.2,"32,796,000",0,1
275,PTT,2017-11-30 00:00:00+00:00,41.2,41.4,41,41.2,"41,112,000",41.2,41.4,41,41.2,"41,112,000",0,1
276,PTT,2017-01-12 00:00:00+00:00,42,42.2,41.2,41.6,"60,773,000",42,42.2,41.2,41.6,"60,773,000",0,1
277,PTT,2017-04-12 00:00:00+00:00,42,42.2,41.8,42.2,"25,998,000",42,42.2,41.8,42.2,"25,998,000",0,1
278,PTT,2017-06-12 00:00:00+00:00,42.2,42.2,41.8,42,"61,696,000",42.2,42.2,41.8,42,"61,696,000",0,1
279,PTT,2017-07-12 00:00:00+00:00,42,42.2,41.8,42.2,"38,396,000",42,42.2,41.8,42.2,"38,396,000",0,1
280,PTT,2017-08-12 00:00:00+00:00,42.2,42.2,41.6,41.8,"47,730,000",42.2,42.2,41.6,41.8,"47,730,000",0,1
281,PTT,2017-12-12 00:00:00+00:00,42.8,42.8,42.2,42.4,"77,993,000",42.8,42.8,42.2,42.4,"77,993,000",0,1
282,PTT,2017-12-13 00:00:00+00:00,42.6,43,42.6,42.8,"61,753,000",42.6,43,42.6,42.8,"61,753,000",0,1
283,PTT,2017-12-14 00:00:00+00:00,43,43,42.6,42.8,"36,901,000",43,43,42.6,42.8,"36,901,000",0,1
284,PTT,2017-12-15 00:00:00+00:00,43.2,43.2,42.6,42.8,"70,332,000",43.2,43.2,42.6,42.8,"70,332,000",0,1
285,PTT,2017-12-18 00:00:00+00:00,43.6,43.6,43,43.2,"62,442,000",43.6,43.6,43,43.2,"62,442,000",0,1
286,PTT,2017-12-19 00:00:00+00:00,43.8,43.8,43.6,43.6,"36,153,000",43.8,43.8,43.6,43.6,"36,153,000",0,1
287,PTT,2017-12-20 00:00:00+00:00,44,44,43.6,43.8,"32,203,000",44,44,43.6,43.8,"32,203,000",0,1
288,PTT,2017-12-21 00:00:00+00:00,43.8,44,43.6,44,"40,940,000",43.8,44,43.6,44,"40,940,000",0,1
289,PTT,2017-12-22 00:00:00+00:00,44.6,44.6,43.8,44,"58,815,000",44.6,44.6,43.8,44,"58,815,000",0,1
290,PTT,2017-12-25 00:00:00+00:00,44.8,45.2,44.6,44.8,"43,682,000",44.8,45.2,44.6,44.8,"43,682,000",0,1
291,PTT,2017-12-26 00:00:00+00:00,44,44.8,43.8,44.6,"68,052,000",44,44.8,43.8,44.6,"68,052,000",0,1
292,PTT,2017-12-27 00:00:00+00:00,44,44.8,44,44.4,"59,254,000",44,44.8,44,44.4,"59,254,000",0,1
293,PTT,2017-12-28 00:00:00+00:00,43.8,44.2,43.8,44,"45,493,000",43.8,44.2,43.8,44,"45,493,000",0,1
294,PTT,2017-12-29 00:00:00+00:00,44,44.2,43.6,44.2,"34,749,000",44,44.2,43.6,44.2,"34,749,000",0,1
295,PTT,2018-03-01 00:00:00+00:00,45,45,44,44.2,"81,239,000",45,45,44,44.2,"81,239,000",0,1
296,PTT,2018-04-01 00:00:00+00:00,47.2,47.2,45,45.2,"124,259,000",47.2,47.2,45,45.2,"124,259,000",0,1
297,PTT,2018-05-01 00:00:00+00:00,46.8,47.4,46.4,47.2,"87,860,000",46.8,47.4,46.4,47.2,"87,860,000",0,1
298,PTT,2018-08-01 00:00:00+00:00,46.6,47.2,46.6,46.8,"63,976,000",46.6,47.2,46.6,46.8,"63,976,000",0,1
299,PTT,2018-09-01 00:00:00+00:00,46.6,46.6,46.6,46.6,"5,658,000",46.6,46.6,46.6,46.6,"5,658,000",0,1
300,PTT,2018-10-01 00:00:00+00:00,47,47.8,47,47,"125,555,000",47,47.8,47,47,"125,555,000",0,1
301,PTT,2018-11-01 00:00:00+00:00,47.2,47.2,46.2,46.8,"72,251,000",47.2,47.2,46.2,46.8,"72,251,000",0,1
302,PTT,2018-12-01 00:00:00+00:00,47,47.6,46.8,47.4,"56,663,000",47,47.6,46.8,47.4,"56,663,000",0,1
303,PTT,2018-01-15 00:00:00+00:00,48.4,48.8,47.8,47.8,"75,603,000",48.4,48.8,47.8,47.8,"75,603,000",0,1
304,PTT,2018-01-16 00:00:00+00:00,48.2,49.4,48.2,48.8,"48,780,000",48.2,49.4,48.2,48.8,"48,780,000",0,1
305,PTT,2018-01-17 00:00:00+00:00,48.4,48.6,47.8,48.2,"76,105,000",48.4,48.6,47.8,48.2,"76,105,000",0,1
306,PTT,2018-01-18 00:00:00+00:00,48,49,48,49,"64,940,000",48,49,48,49,"64,940,000",0,1
307,PTT,2018-01-19 00:00:00+00:00,47.8,48.2,47.6,47.8,"56,392,000",47.8,48.2,47.6,47.8,"56,392,000",0,1
308,PTT,2018-01-22 00:00:00+00:00,48.4,48.6,47.8,48,"38,327,000",48.4,48.6,47.8,48,"38,327,000",0,1
309,PTT,2018-01-23 00:00:00+00:00,48.8,49.2,48.4,48.8,"57,940,000",48.8,49.2,48.4,48.8,"57,940,000",0,1
310,PTT,2018-01-24 00:00:00+00:00,49.2,49.2,48.6,48.8,"38,894,000",49.2,49.2,48.6,48.8,"38,894,000",0,1
311,PTT,2018-01-25 00:00:00+00:00,48.6,49.8,48.4,49.6,"61,458,000",48.6,49.8,48.4,49.6,"61,458,000",0,1
312,PTT,2018-01-26 00:00:00+00:00,49,49,48.4,48.8,"65,887,000",49,49,48.4,48.8,"65,887,000",0,1
313,PTT,2018-01-29 00:00:00+00:00,49.8,50,49.2,49.6,"58,510,000",49.8,50,49.2,49.6,"58,510,000",0,1
314,PTT,2018-01-30 00:00:00+00:00,49,49.8,48.8,49.4,"80,868,000",49,49.8,48.8,49.4,"80,868,000",0,1
315,PTT,2018-01-31 00:00:00+00:00,49.2,49.8,48.6,48.6,"87,819,000",49.2,49.8,48.6,48.6,"87,819,000",0,1
316,PTT,2018-01-02 00:00:00+00:00,49.8,50,49.2,49.6,"67,874,000",49.8,50,49.2,49.6,"67,874,000",0,1
317,PTT,2018-02-02 00:00:00+00:00,50.2,51,50,50.4,"97,839,000",50.2,51,50,50.4,"97,839,000",0,1
318,PTT,2018-05-02 00:00:00+00:00,50,50.2,49.2,49.2,"83,664,000",50,50.2,49.2,49.2,"83,664,000",0,1
319,PTT,2018-06-02 00:00:00+00:00,48.4,49,48,48.6,"238,469,000",48.4,49,48,48.6,"238,469,000",0,1
320,PTT,2018-07-02 00:00:00+00:00,48.4,49,48.2,49,"102,954,000",48.4,49,48.2,49,"102,954,000",0,1
321,PTT,2018-08-02 00:00:00+00:00,48,49,48,48.4,"106,229,000",48,49,48,48.4,"106,229,000",0,1
322,PTT,2018-09-02 00:00:00+00:00,48,48.2,47.4,47.6,"93,569,000",48,48.2,47.4,47.6,"93,569,000",0,1
323,PTT,2018-12-02 00:00:00+00:00,48.8,48.8,47.8,48,"53,925,000",48.8,48.8,47.8,48,"53,925,000",0,1
324,PTT,2018-02-13 00:00:00+00:00,48.8,49.2,48.4,49.2,"56,410,000",48.8,49.2,48.4,49.2,"56,410,000",0,1
325,PTT,2018-02-14 00:00:00+00:00,48,49,48,48.8,"68,945,000",48,49,48,48.8,"68,945,000",0,1
326,PTT,2018-02-15 00:00:00+00:00,48.6,48.8,48,48.4,"47,286,000",48.6,48.8,48,48.4,"47,286,000",0,1
327,PTT,2018-02-16 00:00:00+00:00,49,49,48,49,"29,076,000",49,49,48,49,"29,076,000",0,1
328,PTT,2018-02-19 00:00:00+00:00,48.8,49.2,48.8,49,"66,162,000",48.8,49.2,48.8,49,"66,162,000",0,1
329,PTT,2018-02-20 00:00:00+00:00,49,49.2,48.6,48.8,"40,499,000",49,49.2,48.6,48.8,"40,499,000",0,1
330,PTT,2018-02-21 00:00:00+00:00,52.2,52.6,50.8,50.8,"330,376,000",52.2,52.6,50.8,50.8,"330,376,000",0,1
331,PTT,2018-02-22 00:00:00+00:00,54,54.8,52.2,52.4,"332,671,000",54,54.8,52.2,52.4,"332,671,000",0,1
332,PTT,2018-02-23 00:00:00+00:00,53.8,54.8,53.2,54.6,"167,569,000",53.8,54.8,53.2,54.6,"167,569,000",0,1
333,PTT,2018-02-26 00:00:00+00:00,56.6,56.8,53.6,54.2,"204,246,000",56.6,56.8,53.6,54.2,"204,246,000",0,1
334,PTT,2018-02-27 00:00:00+00:00,57.4,58.8,56.8,57.2,"298,401,000",57.4,58.8,56.8,57.2,"298,401,000",0.73,1
335,PTT,2018-02-28 00:00:00+00:00,56.8,57.8,56.4,57,"221,819,000",56.8,57.8,56.4,57,"221,819,000",0,1
336,PTT,2018-02-03 00:00:00+00:00,55.6,56.4,55.2,56,"208,658,000",55.6,56.4,55.2,56,"208,658,000",0,1
337,PTT,2018-05-03 00:00:00+00:00,56,56,55,56,"169,267,000",56,56,55,56,"169,267,000",0,1
338,PTT,2018-06-03 00:00:00+00:00,55.2,56,55.2,55.6,"122,723,000",55.2,56,55.2,55.6,"122,723,000",0,1
339,PTT,2018-07-03 00:00:00+00:00,54,55,54,55,"161,007,000",54,55,54,55,"161,007,000",0,1
340,PTT,2018-08-03 00:00:00+00:00,53.2,54.6,53.2,54.4,"204,969,000",53.2,54.6,53.2,54.4,"204,969,000",0,1
341,PTT,2018-09-03 00:00:00+00:00,53.4,53.4,52.2,53.4,"183,815,000",53.4,53.4,52.2,53.4,"183,815,000",0,1
342,PTT,2018-12-03 00:00:00+00:00,55.8,55.8,54.2,54.4,"149,250,000",55.8,55.8,54.2,54.4,"149,250,000",0,1
343,PTT,2018-03-13 00:00:00+00:00,56.6,56.6,55.2,55.4,"142,055,000",56.6,56.6,55.2,55.4,"142,055,000",0,1
344,PTT,2018-03-14 00:00:00+00:00,56,56.6,55.4,56.4,"132,393,000",56,56.6,55.4,56.4,"132,393,000",0,1
345,PTT,2018-03-15 00:00:00+00:00,55.8,56.4,55.6,56,"78,002,000",55.8,56.4,55.6,56,"78,002,000",0,1
346,PTT,2018-03-16 00:00:00+00:00,54.8,55.6,54.6,55.4,"160,472,000",54.8,55.6,54.6,55.4,"160,472,000",0,1
347,PTT,2018-03-19 00:00:00+00:00,53.6,54.6,53.6,54.6,"132,993,000",53.6,54.6,53.6,54.6,"132,993,000",0,1
348,PTT,2018-03-20 00:00:00+00:00,54.2,54.8,53.4,53.6,"107,076,000",54.2,54.8,53.4,53.6,"107,076,000",0,1
349,PTT,2018-03-21 00:00:00+00:00,54.2,54.8,54,54.6,"84,649,000",54.2,54.8,54,54.6,"84,649,000",0,1
350,PTT,2018-03-22 00:00:00+00:00,54.4,55.4,54.2,54.6,"105,139,000",54.4,55.4,54.2,54.6,"105,139,000",0,1
351,PTT,2018-03-23 00:00:00+00:00,55,55,53.4,53.4,"127,146,000",55,55,53.4,53.4,"127,146,000",0,1
352,PTT,2018-03-26 00:00:00+00:00,56,56,55.2,55.2,"102,487,000",56,56,55.2,55.2,"102,487,000",0,1
353,PTT,2018-03-27 00:00:00+00:00,56,56.4,55.8,56.2,"83,788,000",56,56.4,55.8,56.2,"83,788,000",0,1
354,PTT,2018-03-28 00:00:00+00:00,56,57,55.6,55.8,"160,142,000",56,57,55.6,55.8,"160,142,000",0,1
355,PTT,2018-03-29 00:00:00+00:00,54.8,56,54.2,56,"220,320,000",54.8,56,54.2,56,"220,320,000",0,1
356,PTT,2018-03-30 00:00:00+00:00,55.2,55.6,54.4,55,"129,086,000",55.2,55.6,54.4,55,"129,086,000",0,1
357,PTT,2018-02-04 00:00:00+00:00,55.2,55.4,54.8,55,"57,952,000",55.2,55.4,54.8,55,"57,952,000",0,1
358,PTT,2018-03-04 00:00:00+00:00,54.6,55,54.2,54.6,"81,677,000",54.6,55,54.2,54.6,"81,677,000",0,1
359,PTT,2018-04-04 00:00:00+00:00,53,55,53,55,"159,905,000",53,55,53,55,"159,905,000",0,1
360,PTT,2018-05-04 00:00:00+00:00,54.2,54.2,53.4,53.8,"83,408,000",54.2,54.2,53.4,53.8,"83,408,000",0,1
361,PTT,2018-09-04 00:00:00+00:00,55,55.4,53.8,53.8,"97,806,000",55,55.4,53.8,53.8,"97,806,000",0,1
362,PTT,2018-10-04 00:00:00+00:00,55.2,55.6,54.8,55.4,"85,706,000",55.2,55.6,54.8,55.4,"85,706,000",0,1
363,PTT,2018-11-04 00:00:00+00:00,54.6,55.6,54.2,55.6,"115,582,000",54.6,55.6,54.2,55.6,"115,582,000",0,1
364,PTT,2018-12-04 00:00:00+00:00,55,55.4,54.4,55,"110,041,000",55,55.4,54.4,55,"110,041,000",0,1
365,PTT,2018-04-17 00:00:00+00:00,54.6,55.2,54.6,55,"86,401,000",54.6,55.2,54.6,55,"86,401,000",0,1
366,PTT,2018-04-18 00:00:00+00:00,55,55,54.6,55,"61,960,000",55,55,54.6,55,"61,960,000",0,1
367,PTT,2018-04-19 00:00:00+00:00,58,58,55.4,55.4,"273,007,000",58,58,55.4,55.4,"273,007,000",0,1
368,PTT,2018-04-20 00:00:00+00:00,58.8,59,57.6,58.6,"211,704,000",58.8,59,57.6,58.6,"211,704,000",0,1
369,PTT,2018-04-23 00:00:00+00:00,57,59,57,59,"191,878,000",57,59,57,59,"191,878,000",0,1
370,PTT,2018-04-24 00:00:00+00:00,58,59.5,57.25,57.75,"325,306,300",58,59.5,57.25,57.75,"325,306,300",0,1
371,PTT,2018-04-25 00:00:00+00:00,57.5,57.75,56.75,57.5,"157,002,500",57.5,57.75,56.75,57.5,"157,002,500",0,1
372,PTT,2018-04-26 00:00:00+00:00,56.5,57.75,56.5,57.5,"113,278,500",56.5,57.75,56.5,57.5,"113,278,500",0,1
373,PTT,2018-04-27 00:00:00+00:00,56.5,57,56,57,"104,864,700",56.5,57,56,57,"104,864,700",0,1
374,PTT,2018-04-30 00:00:00+00:00,56.5,57,56.25,56.5,"83,708,300",56.5,57,56.25,56.5,"83,708,300",0,1
375,PTT,2018-02-05 00:00:00+00:00,57,57,55.25,56.25,"110,577,500",57,57,55.25,56.25,"110,577,500",0,1
376,PTT,2018-03-05 00:00:00+00:00,57.5,57.75,56.5,56.5,"135,296,800",57.5,57.75,56.5,56.5,"135,296,800",0,1
377,PTT,2018-04-05 00:00:00+00:00,56.75,57.5,56.25,57.25,"115,768,300",56.75,57.5,56.25,57.25,"115,768,300",0,1
378,PTT,2018-07-05 00:00:00+00:00,56.75,57.5,56.5,57.25,"107,637,800",56.75,57.5,56.5,57.25,"107,637,800",0,1
379,PTT,2018-08-05 00:00:00+00:00,55.5,57,55.25,56.75,"126,756,000",55.5,57,55.25,56.75,"126,756,000",0,1
380,PTT,2018-09-05 00:00:00+00:00,56.25,56.5,55.5,55.75,"95,601,800",56.25,56.5,55.5,55.75,"95,601,800",0,1
381,PTT,2018-10-05 00:00:00+00:00,56,57,56,57,"78,033,200",56,57,56,57,"78,033,200",0,1
382,PTT,2018-11-05 00:00:00+00:00,56.75,56.75,55.5,56,"78,480,800",56.75,56.75,55.5,56,"78,480,800",0,1
383,PTT,2018-05-14 00:00:00+00:00,57,57.25,56.75,56.75,"46,814,100",57,57.25,56.75,56.75,"46,814,100",0,1
384,PTT,2018-05-15 00:00:00+00:00,56.5,57,56,56.75,"80,006,000",56.5,57,56,56.75,"80,006,000",0,1
385,PTT,2018-05-16 00:00:00+00:00,56.5,56.75,56.25,56.25,"55,780,100",56.5,56.75,56.25,56.25,"55,780,100",0,1
386,PTT,2018-05-17 00:00:00+00:00,57.25,57.75,56.25,56.75,"119,569,500",57.25,57.75,56.25,56.75,"119,569,500",0,1
387,PTT,2018-05-18 00:00:00+00:00,57,57.5,56.75,57.25,"57,711,700",57,57.5,56.75,57.25,"57,711,700",0,1
388,PTT,2018-05-21 00:00:00+00:00,57,57.5,56.75,57.25,"56,374,800",57,57.5,56.75,57.25,"56,374,800",0,1
389,PTT,2018-05-22 00:00:00+00:00,55.25,57,55,57,"167,858,200",55.25,57,55,57,"167,858,200",0,1
390,PTT,2018-05-23 00:00:00+00:00,53.5,54.25,52.75,54,"273,302,200",53.5,54.25,52.75,54,"273,302,200",0,1
391,PTT,2018-05-24 00:00:00+00:00,50.75,53,50.75,53,"235,261,800",50.75,53,50.75,53,"235,261,800",0,1
392,PTT,2018-05-25 00:00:00+00:00,52,52,50.5,51.25,"142,250,800",52,52,50.5,51.25,"142,250,800",0,1
393,PTT,2018-05-28 00:00:00+00:00,50.25,51.25,50,50.75,"107,089,500",50.25,51.25,50,50.75,"107,089,500",0,1
394,PTT,2018-05-30 00:00:00+00:00,51.5,51.75,49,49.25,"226,064,000",51.5,51.75,49,49.25,"226,064,000",0,1
395,PTT,2018-05-31 00:00:00+00:00,52.25,53.5,51.75,52.25,"206,712,100",52.25,53.5,51.75,52.25,"206,712,100",0.73,1
396,PTT,2018-01-06 00:00:00+00:00,51.5,52.5,51.25,52.25,"129,175,400",51.5,52.5,51.25,52.25,"129,175,400",0,1
397,PTT,2018-04-06 00:00:00+00:00,51.75,52.25,51.25,51.75,"78,044,400",51.75,52.25,51.25,51.75,"78,044,400",0,1
398,PTT,2018-05-06 00:00:00+00:00,52,52.25,51,51.75,"75,242,400",52,52.25,51,51.75,"75,242,400",0,1
399,PTT,2018-06-06 00:00:00+00:00,52.5,53,52,52,"91,991,700",52.5,53,52,52,"91,991,700",0,1
400,PTT,2018-07-06 00:00:00+00:00,52.25,52.75,52,52.5,"49,200,600",52.25,52.75,52,52.5,"49,200,600",0,1
401,PTT,2018-08-06 00:00:00+00:00,51,52.5,51,52.5,"73,894,100",51,52.5,51,52.5,"73,894,100",0,1
402,PTT,2018-11-06 00:00:00+00:00,50.75,51.25,50.5,51,"62,354,000",50.75,51.25,50.5,51,"62,354,000",0,1
403,PTT,2018-12-06 00:00:00+00:00,51.5,52.25,50.75,51,"68,496,600",51.5,52.25,50.75,51,"68,496,600",0,1
404,PTT,2018-06-13 00:00:00+00:00,51,51.75,51,51.5,"51,645,800",51,51.75,51,51.5,"51,645,800",0,1
405,PTT,2018-06-14 00:00:00+00:00,51,51.25,50,51,"103,017,600",51,51.25,50,51,"103,017,600",0,1
406,PTT,2018-06-15 00:00:00+00:00,50,50.75,49.75,50.5,"125,894,600",50,50.75,49.75,50.5,"125,894,600",0,1
407,PTT,2018-06-18 00:00:00+00:00,49,49.5,48.75,49.25,"157,428,000",49,49.5,48.75,49.25,"157,428,000",0,1
408,PTT,2018-06-19 00:00:00+00:00,47.75,49.25,47.5,48.75,"171,700,000",47.75,49.25,47.5,48.75,"171,700,000",0,1
409,PTT,2018-06-20 00:00:00+00:00,48.75,49,48,48.5,"110,820,500",48.75,49,48,48.5,"110,820,500",0,1
410,PTT,2018-06-21 00:00:00+00:00,47.5,48.75,47,48.75,"109,123,800",47.5,48.75,47,48.75,"109,123,800",0,1
411,PTT,2018-06-22 00:00:00+00:00,48,48.75,47.5,48.25,"81,454,200",48,48.75,47.5,48.25,"81,454,200",0,1
412,PTT,2018-06-25 00:00:00+00:00,48,49.25,48,48.75,"85,629,500",48,49.25,48,48.75,"85,629,500",0,1
413,PTT,2018-06-26 00:00:00+00:00,48,48.25,47.25,47.5,"110,144,800",48,48.25,47.25,47.5,"110,144,800",0,1
414,PTT,2018-06-27 00:00:00+00:00,48,49,47.5,48.75,"93,749,900",48,49,47.5,48.75,"93,749,900",0,1
415,PTT,2018-06-28 00:00:00+00:00,47.5,48.5,47.5,48.5,"85,942,200",47.5,48.5,47.5,48.5,"85,942,200",0,1
416,PTT,2018-06-29 00:00:00+00:00,48,48,47.25,48,"74,551,000",48,48,47.25,48,"74,551,000",0,1
417,PTT,2018-02-07 00:00:00+00:00,47.75,48,47,48,"66,120,400",47.75,48,47,48,"66,120,400",0,1
418,PTT,2018-03-07 00:00:00+00:00,47.5,48,47,47.75,"80,016,400",47.5,48,47,47.75,"80,016,400",0,1
419,PTT,2018-04-07 00:00:00+00:00,47.75,47.75,47,47.5,"58,381,700",47.75,47.75,47,47.5,"58,381,700",0,1
420,PTT,2018-05-07 00:00:00+00:00,46.25,47.75,46.25,47.5,"77,335,700",46.25,47.75,46.25,47.5,"77,335,700",0,1
421,PTT,2018-06-07 00:00:00+00:00,46.25,46.5,44.25,46.25,"157,614,000",46.25,46.5,44.25,46.25,"157,614,000",0,1
422,PTT,2018-09-07 00:00:00+00:00,47,47.25,46.5,47,"51,029,600",47,47.25,46.5,47,"51,029,600",0,1
423,PTT,2018-10-07 00:00:00+00:00,48.75,48.75,46.5,47,"84,328,400",48.75,48.75,46.5,47,"84,328,400",0,1
424,PTT,2018-11-07 00:00:00+00:00,48.5,48.75,47.75,48,"74,055,100",48.5,48.75,47.75,48,"74,055,100",0,1
425,PTT,2018-12-07 00:00:00+00:00,48,48.5,47.75,48,"54,379,100",48,48.5,47.75,48,"54,379,100",0,1
426,PTT,2018-07-13 00:00:00+00:00,47.5,48.25,47.5,48,"36,081,100",47.5,48.25,47.5,48,"36,081,100",0,1
427,PTT,2018-07-16 00:00:00+00:00,47.5,48,47.25,47.25,"29,481,300",47.5,48,47.25,47.25,"29,481,300",0,1
428,PTT,2018-07-17 00:00:00+00:00,47.75,48.25,47.25,47.5,"58,694,800",47.75,48.25,47.25,47.5,"58,694,800",0,1
429,PTT,2018-07-18 00:00:00+00:00,49.5,49.75,48.25,48.5,"96,638,300",49.5,49.75,48.25,48.5,"96,638,300",0,1
430,PTT,2018-07-19 00:00:00+00:00,49.5,50,49,49.75,"53,977,500",49.5,50,49,49.75,"53,977,500",0,1
431,PTT,2018-07-20 00:00:00+00:00,51.5,51.5,49.25,49.5,"117,827,700",51.5,51.5,49.25,49.5,"117,827,700",0,1
432,PTT,2018-07-23 00:00:00+00:00,51,51.5,50.75,51.25,"45,791,600",51,51.5,50.75,51.25,"45,791,600",0,1
433,PTT,2018-07-24 00:00:00+00:00,50.25,51.75,50.25,51.25,"63,252,200",50.25,51.75,50.25,51.25,"63,252,200",0,1
434,PTT,2018-07-25 00:00:00+00:00,51,51.5,50.25,50.25,"56,717,600",51,51.5,50.25,50.25,"56,717,600",0,1
435,PTT,2018-07-26 00:00:00+00:00,51.75,51.75,50.75,51.5,"68,520,700",51.75,51.75,50.75,51.5,"68,520,700",0,1
436,PTT,2018-07-31 00:00:00+00:00,51.25,51.75,50.75,51.5,"84,223,400",51.25,51.75,50.75,51.5,"84,223,400",0,1
437,PTT,2018-01-08 00:00:00+00:00,52.5,52.75,50.75,51.25,"115,565,400",52.5,52.75,50.75,51.25,"115,565,400",0,1
438,PTT,2018-02-08 00:00:00+00:00,52,52.5,51.5,52,"77,496,200",52,52.5,51.5,52,"77,496,200",0,1
